,cust_identifier,tstamp,country_code,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10
8XUJ#AR#2021-02-17T20:51:57Z,8XUJ,2021-02-17T20:51:57Z,AR,4011,8935197,3597681,2136339,5114887,9433326,5516546,9134238,9290865,1745120
8Y17#AR#2021-02-17T23:19:27Z,8Y17,2021-02-17T23:19:27Z,AR,286666,198887,5120174,9299508,399165,4510884,6751139,6517172,841801,4478485
92W8#AR#2021-02-17T16:54:31Z,92W8,2021-02-17T16:54:31Z,AR,7888812,7279444,4227561,8933124,9863426,657172,3208144,8647266,9016949,203533
9137#AR#2021-02-17T00:49:50Z,9137,2021-02-17T00:49:50Z,AR,1716235,4839019,2712423,6792495,8560085,5547149,3037314,5655131,1375875,6364702
92QS#AR#2021-02-17T09:05:18Z,92QS,2021-02-17T09:05:18Z,AR,232708,3705610,8235753,8613016,5173563,6113173,4133066,8940571,8493658,4849992
91A3#AR#2021-02-17T17:30:40Z,91A3,2021-02-17T17:30:40Z,AR,9429697,1434782,2812669,780042,8524204,6939685,5600637,3691387,7381967,7686003
93LP#AR#2021-02-17T00:27:25Z,93LP,2021-02-17T00:27:25Z,AR,1950157,180502,9243526,9141690,38627,8911614,7639078,8459869,555483,1382835
9153#AR#2021-02-17T12:24:10Z,9153,2021-02-17T12:24:10Z,AR,5746395,5549767,6482137,4799428,5497103,8502232,3390884,3563454,1568995,3397868
8WX8#AR#2021-02-17T11:04:30Z,8WX8,2021-02-17T11:04:30Z,AR,3524867,5583783,706665,3623012,130233,1025030,3644739,5721492,5067257,9238362
8VXV#AR#2021-02-17T03:51:57Z,8VXV,2021-02-17T03:51:57Z,AR,1223444,8122131,1475548,334962,4777979,2581258,9644149,9541580,7019418,8401298
90F2#AR#2021-02-17T09:16:45Z,90F2,2021-02-17T09:16:45Z,AR,1455386,32291,3349184,7588529,1471283,1523017,8370489,3575572,6006553,1798550
8ZQ5#AR#2021-02-17T07:18:11Z,8ZQ5,2021-02-17T07:18:11Z,AR,3429954,7272452,8604431,6870800,1323047,1640174,7051200,2331012,4231651,2720107
90T1#AR#2021-02-17T02:02:40Z,90T1,2021-02-17T02:02:40Z,AR,8116036,3999867,7548846,2977141,1156683,5764115,7179268,2962353,8669098,239032
907Z#AR#2021-02-17T02:40:51Z,907Z,2021-02-17T02:40:51Z,AR,683347,4384048,4363414,9433050,341224,3336357,7504446,6355738,3591521,4386701
8WXO#AR#2021-02-17T07:53:36Z,8WXO,2021-02-17T07:53:36Z,AR,2859375,7610653,2331337,5623886,3254516,8882659,1612867,1959101,7003366,386543
901U#AR#2021-02-17T02:37:11Z,901U,2021-02-17T02:37:11Z,AR,5806783,9854519,2795677,2184459,5085049,5938892,6130755,5638883,737371,7783941
905G#AR#2021-02-17T11:34:47Z,905G,2021-02-17T11:34:47Z,AR,4460480,4803541,6894031,7690710,6236623,1974157,4501338,6631515,6254473,4766824
937R#AR#2021-02-17T18:16:40Z,937R,2021-02-17T18:16:40Z,AR,3216408,9064197,3008611,5485821,2130697,8967247,2870440,1936864,6061720,4635916
937G#AR#2021-02-17T12:23:29Z,937G,2021-02-17T12:23:29Z,AR,322451,3010308,2708282,7380596,1234202,9645682,8952936,9696348,3425730,714782
91M4#AR#2021-02-17T11:10:18Z,91M4,2021-02-17T11:10:18Z,AR,4410007,7164601,5878598,8948598,885904,9968022,4548891,2815299,8884729,3326504
93D5#AR#2021-02-17T21:02:44Z,93D5,2021-02-17T21:02:44Z,AR,6807253,1843318,1167649,8137175,9766340,5805936,6681183,1952217,5934925,3978070
93F3#AR#2021-02-17T05:53:48Z,93F3,2021-02-17T05:53:48Z,AR,864525,7559844,2299889,6037458,9948190,4136093,3709656,9636635,8170325,2341982
92H5#AR#2021-02-17T00:28:43Z,92H5,2021-02-17T00:28:43Z,AR,4297283,9383210,1391383,120904,6288328,2786756,9776863,6559902,5368368,4550010
92WA#AR#2021-02-17T20:33:47Z,92WA,2021-02-17T20:33:47Z,AR,5227720,175003,7687183,2912315,7830789,9907509,6870105,9396822,1952664,388770
929L#AR#2021-02-17T16:34:03Z,929L,2021-02-17T16:34:03Z,AR,9714690,4293066,9113598,5585599,7456143,5142386,3496887,9127991,6735038,4874937
9214#AR#2021-02-17T22:54:08Z,9214,2021-02-17T22:54:08Z,AR,9740297,7163469,7386434,9555888,4394383,9650839,24388,4407444,703539,4605627
92GN#AR#2021-02-17T16:10:47Z,92GN,2021-02-17T16:10:47Z,AR,2460117,5475050,7660816,6424000,611099,8143622,8009626,5980147,9887641,5292481
92FL#AR#2021-02-17T23:40:29Z,92FL,2021-02-17T23:40:29Z,AR,6195173,3823712,154788,9307251,8086910,1879596,9376795,401070,3007844,1018819
937U#AR#2021-02-17T00:33:43Z,937U,2021-02-17T00:33:43Z,AR,8199346,2639957,551230,8815692,1715168,9712462,7830359,7906106,7330036,8824529
8YLK#AR#2021-02-17T02:09:30Z,8YLK,2021-02-17T02:09:30Z,AR,2074881,6127869,2611924,6036041,3489898,2209413,6903545,2854320,8473749,4869759
8YND#AR#2021-02-17T17:50:17Z,8YND,2021-02-17T17:50:17Z,AR,9102885,3991266,4427697,4775915,7829037,330450,5679864,4156085,9384536,3928580
8YF5#AR#2021-02-17T00:05:51Z,8YF5,2021-02-17T00:05:51Z,AR,442435,8083721,804353,4320986,6455135,3173562,3876736,5345369,7087021,4346130
8XS5#AR#2021-02-17T09:06:28Z,8XS5,2021-02-17T09:06:28Z,AR,6386761,2483221,1670227,6855324,9872000,4776627,5888613,2119310,8212851,8054237
8W3F#AR#2021-02-17T23:16:50Z,8W3F,2021-02-17T23:16:50Z,AR,8998237,8790067,3300876,3912000,4728809,5470709,7767239,5773310,5973821,5295460
8YLQ#AR#2021-02-17T16:58:13Z,8YLQ,2021-02-17T16:58:13Z,AR,909157,709437,5910563,7551831,7100649,5728810,590834,1390882,7001074,3872946
90EN#AR#2021-02-17T11:18:50Z,90EN,2021-02-17T11:18:50Z,AR,2204292,3469850,8856474,6331814,903151,8238661,1314956,1278577,5573687,5478003
903Y#AR#2021-02-17T04:55:30Z,903Y,2021-02-17T04:55:30Z,AR,8472223,5470324,1363889,365004,9717298,4853683,4091018,6136330,3173235,730813
9109#AR#2021-02-17T10:18:28Z,9109,2021-02-17T10:18:28Z,AR,3103142,4459188,4457992,1060056,5705353,5116691,4759448,1409738,1262502,1286747
8YQK#AR#2021-02-17T20:45:42Z,8YQK,2021-02-17T20:45:42Z,AR,1670058,7566439,5212393,2135945,9783012,7723343,2367921,7769607,5966707,8304097
8WIY#AR#2021-02-17T21:40:53Z,8WIY,2021-02-17T21:40:53Z,AR,7234479,9512563,7738150,8841229,9199486,9511530,138446,1486245,4074908,159346
8Y6T#AR#2021-02-17T12:01:24Z,8Y6T,2021-02-17T12:01:24Z,AR,5566139,8120129,1775746,5449458,3041540,9558917,1468344,9140107,3550556,9795888
8XW0#AR#2021-02-17T08:36:59Z,8XW0,2021-02-17T08:36:59Z,AR,1946614,1274353,3903878,5444295,471652,2707113,9954052,4683316,9439225,13849
92WH#AR#2021-02-17T19:14:50Z,92WH,2021-02-17T19:14:50Z,AR,6413929,9268878,6017971,1465718,4001685,9480488,6989855,3622655,2333609,4579374
91XH#AR#2021-02-17T12:46:33Z,91XH,2021-02-17T12:46:33Z,AR,6285257,7504117,1460907,3289686,535046,4248327,554543,9704767,6939653,4272450
92B3#AR#2021-02-17T04:52:59Z,92B3,2021-02-17T04:52:59Z,AR,9061667,3077322,923780,6387769,7326043,8944294,8600332,1664716,4054480,343113
9146#AR#2021-02-17T21:37:16Z,9146,2021-02-17T21:37:16Z,AR,494765,3991661,5151222,3106782,529669,6255313,2744893,1207354,8012701,14672
914Z#AR#2021-02-17T14:28:07Z,914Z,2021-02-17T14:28:07Z,AR,9757655,9745896,2212567,8713409,8219764,701586,9764564,5036937,7995149,1203860
937S#AR#2021-02-17T00:22:07Z,937S,2021-02-17T00:22:07Z,AR,3624979,4515487,7814194,7650662,408454,7537826,2528033,9555679,2181037,8849338
9222#AR#2021-02-17T12:35:13Z,9222,2021-02-17T12:35:13Z,AR,3196140,5728125,7926754,7993915,607835,4262079,8020933,5966514,4537947,9847487
917D#AR#2021-02-17T11:26:21Z,917D,2021-02-17T11:26:21Z,AR,2074145,3656648,5429847,7745849,7446708,7374115,581689,1481344,9154700,975564
931V#AR#2021-02-17T14:09:47Z,931V,2021-02-17T14:09:47Z,AR,6987154,8122606,9245920,2567444,3597487,6782268,6693303,4819925,9953324,305373
93U3#AR#2021-02-17T01:34:31Z,93U3,2021-02-17T01:34:31Z,AR,7074332,603433,3058994,4854193,7355008,135569,6893794,9097009,5240974,2169575
8WK2#AR#2021-02-17T12:31:19Z,8WK2,2021-02-17T12:31:19Z,AR,2190866,8019159,1798636,2674154,24070,2020625,8443364,6982047,6503396,1423937
8ZMM#AR#2021-02-17T08:11:23Z,8ZMM,2021-02-17T08:11:23Z,AR,4348441,1375511,7235168,7250523,2485568,5398267,2555736,6006677,9477528,9275494
8Y97#AR#2021-02-17T08:17:49Z,8Y97,2021-02-17T08:17:49Z,AR,3640604,9327627,1323041,3800363,9669595,9783931,6749321,4183606,8557589,7769116
8XB4#AR#2021-02-17T10:18:47Z,8XB4,2021-02-17T10:18:47Z,AR,3491876,249787,7848267,1683633,8487522,2789715,7429725,5456218,6565824,1848941
9024#AR#2021-02-17T11:59:11Z,9024,2021-02-17T11:59:11Z,AR,8753473,8113303,7924585,165849,9491942,7649706,5878312,9476272,4228466,1765305
8W0Q#AR#2021-02-17T12:52:47Z,8W0Q,2021-02-17T12:52:47Z,AR,3018061,6391403,7110902,9673837,4464095,1120807,8254534,3664899,6875306,5512797
8X90#AR#2021-02-17T01:15:32Z,8X90,2021-02-17T01:15:32Z,AR,3635793,2651002,9137223,5629402,3904353,7855364,4147877,8676077,3678140,1581950
90G2#AR#2021-02-17T12:12:58Z,90G2,2021-02-17T12:12:58Z,AR,5548427,2293840,3429792,4041785,9097171,8333325,3556034,6636076,8306882,4618526
8YVR#AR#2021-02-17T15:48:09Z,8YVR,2021-02-17T15:48:09Z,AR,4178847,437042,4176238,2843412,7685936,9092185,2414490,1286403,905341,4190194
8Y08#AR#2021-02-17T15:34:31Z,8Y08,2021-02-17T15:34:31Z,AR,9957317,1219269,3859625,8336925,1420422,8152011,6112528,9382824,2869850,2494319
9024#AR#2021-02-17T23:24:23Z,9024,2021-02-17T23:24:23Z,AR,1450950,4487318,5907572,2336414,5821895,5066073,7737437,4511475,7406716,8503119
8X23#AR#2021-02-17T15:10:46Z,8X23,2021-02-17T15:10:46Z,AR,3060936,6814521,7578491,6653446,8805563,4804060,1807493,4087179,6840722,3247831
8ZPX#AR#2021-02-17T16:02:55Z,8ZPX,2021-02-17T16:02:55Z,AR,3417803,4970372,5335555,231635,6468120,390557,6207172,4643131,7021151,9189557
901A#AR#2021-02-17T03:07:10Z,901A,2021-02-17T03:07:10Z,AR,7634139,3601682,1077903,2351545,9081978,1652358,8512345,2963762,4428596,6781062
8YH6#AR#2021-02-17T11:31:14Z,8YH6,2021-02-17T11:31:14Z,AR,5320419,4979106,4103624,7360652,6195148,7503420,8772657,5811055,4347532,2983652
91WR#AR#2021-02-17T04:31:30Z,91WR,2021-02-17T04:31:30Z,AR,7183726,6319879,3523410,3756764,3609588,7010448,3667678,6701373,239701,7781397
91CA#AR#2021-02-17T18:14:58Z,91CA,2021-02-17T18:14:58Z,AR,7616029,7915942,9781087,2543731,3486333,2141685,6633927,9439221,2314861,9160496
91X6#AR#2021-02-17T22:54:25Z,91X6,2021-02-17T22:54:25Z,AR,1061801,7408216,6336168,4124620,135908,588052,9949352,9971142,1393826,535617
9126#AR#2021-02-17T08:29:51Z,9126,2021-02-17T08:29:51Z,AR,990335,4457085,2316525,2855444,4844729,3567921,2070949,8063741,1704987,4955463
916C#AR#2021-02-17T13:06:33Z,916C,2021-02-17T13:06:33Z,AR,6722613,2026798,4366586,9967247,6766196,6982405,399006,7991956,8461246,8981081
93H3#AR#2021-02-17T07:32:02Z,93H3,2021-02-17T07:32:02Z,AR,9751252,6833103,6949447,4973787,9127959,4557731,3868821,2356762,1766384,4515999
91C6#AR#2021-02-17T21:44:39Z,91C6,2021-02-17T21:44:39Z,AR,2212645,9198107,2048390,7692633,336240,1506398,2359516,4246390,9811561,9337025
924U#AR#2021-02-17T03:19:27Z,924U,2021-02-17T03:19:27Z,AR,7895073,4713649,6626430,4661928,4660923,6487845,3670012,1313566,7311976,9502924
925K#AR#2021-02-17T19:35:21Z,925K,2021-02-17T19:35:21Z,AR,9938663,7235885,6925819,2793091,581221,9394654,8460503,2087472,2814217,1791195
8ZG1#AR#2021-02-17T12:42:17Z,8ZG1,2021-02-17T12:42:17Z,AR,6946089,4791481,7044889,7644399,2471098,3385633,3730530,5103588,833381,1290569
8XW5#AR#2021-02-17T02:56:10Z,8XW5,2021-02-17T02:56:10Z,AR,3255881,1296296,8475662,9783827,9773859,4268308,990939,2390930,563985,2269367
8ZT2#AR#2021-02-17T10:22:58Z,8ZT2,2021-02-17T10:22:58Z,AR,4886903,7687058,494419,1287704,307684,1251251,8891908,8540652,4779620,4875394
8W3Q#AR#2021-02-17T21:28:29Z,8W3Q,2021-02-17T21:28:29Z,AR,4108416,6853252,1513261,1330508,2208933,6950780,3594597,6781113,7563813,9638531
8ZT3#AR#2021-02-17T10:00:40Z,8ZT3,2021-02-17T10:00:40Z,AR,2487937,1032036,9976050,5962262,4442763,5024012,5646094,9867710,5512866,892535
8WY5#AR#2021-02-17T02:06:05Z,8WY5,2021-02-17T02:06:05Z,AR,4942755,468773,6509000,5845569,4378586,7174430,5707274,4881838,9490492,1880942
90A4#AR#2021-02-17T17:58:15Z,90A4,2021-02-17T17:58:15Z,AR,6845091,7509115,9070936,6317317,6024507,975179,1064829,8298095,1475160,1566594
904I#AR#2021-02-17T07:37:32Z,904I,2021-02-17T07:37:32Z,AR,5441213,2207020,9112354,8308200,7094638,8370502,8446454,7316966,4145549,617548
90FV#AR#2021-02-17T05:06:51Z,90FV,2021-02-17T05:06:51Z,AR,6820813,3356315,8722079,8575992,6144025,7572192,2061364,795124,9240264,3675508
91OB#AR#2021-02-17T01:08:43Z,91OB,2021-02-17T01:08:43Z,AR,2339419,8549228,519525,5972787,5375830,5870411,8095498,5922908,4286191,7382815
922Z#AR#2021-02-17T07:29:23Z,922Z,2021-02-17T07:29:23Z,AR,7416762,4620227,430478,17133,3331645,3134158,6536317,7264195,1126456,6607655
9300000#AR#2021-02-17T00:06:59Z,9.30E+06,2021-02-17T00:06:59Z,AR,9008295,7033069,8622800,9497924,8573104,8188636,686379,3384172,6278418,7281704
92NX#AR#2021-02-17T13:54:25Z,92NX,2021-02-17T13:54:25Z,AR,1344328,3870619,8318020,6280430,8003998,5359284,7198210,3493472,1826754,4569136
9176#AR#2021-02-17T02:46:52Z,9176,2021-02-17T02:46:52Z,AR,4491813,4563138,389055,9560397,9002410,4598780,1033345,1379675,5496935,6389555
93QN#AR#2021-02-17T08:33:34Z,93QN,2021-02-17T08:33:34Z,AR,4645162,1856644,1613771,5848615,6527121,7051964,6313531,3504703,8188907,9565565
91OY#AR#2021-02-17T18:28:49Z,91OY,2021-02-17T18:28:49Z,AR,6275016,533065,9165721,9815534,2550868,394085,3004418,468836,694895,6585982
929Y#AR#2021-02-17T23:58:52Z,929Y,2021-02-17T23:58:52Z,AR,2770276,9920019,7681560,2669907,6266264,7830614,5799090,2771515,4226179,7290251
9378#AR#2021-02-17T22:35:04Z,9378,2021-02-17T22:35:04Z,AR,8685507,5200362,3385544,3567568,9363496,773100,4326168,8117258,9129389,7930527
93C7#AR#2021-02-17T13:15:17Z,93C7,2021-02-17T13:15:17Z,AR,275225,8524014,5998936,1928759,7078340,508925,7026760,1248146,8874573,4718518
92F6#AR#2021-02-17T09:04:28Z,92F6,2021-02-17T09:04:28Z,AR,5582288,227930,7934581,2222538,6408772,6894692,7557326,7844094,4304061,4937428
916S#AR#2021-02-17T13:34:26Z,916S,2021-02-17T13:34:26Z,AR,3639720,5557580,5031564,5563816,17537,280958,6060498,1975915,3469727,2505687
8W0H#AR#2021-02-17T00:09:02Z,8W0H,2021-02-17T00:09:02Z,AR,7460355,2956205,4618400,7860460,6070309,8523161,7979275,8617322,9894842,4704797
8WSX#AR#2021-02-17T07:04:38Z,8WSX,2021-02-17T07:04:38Z,AR,2679302,9751876,9990439,5662490,49610,8139314,960214,3763758,9379154,2432735
9112#AR#2021-02-17T12:21:40Z,9112,2021-02-17T12:21:40Z,AR,2305802,1036708,3566176,717429,1675801,5221485,2381934,3506734,651582,1955844
90V4#AR#2021-02-17T15:46:35Z,90V4,2021-02-17T15:46:35Z,AR,1762860,1370731,1836654,954660,5015546,3805401,878581,7289623,3728269,102917
90OT#AR#2021-02-17T20:23:23Z,90OT,2021-02-17T20:23:23Z,AR,1088364,1344202,3128965,7397128,3600798,893612,623294,6146717,3908450,8830414
909C#AR#2021-02-17T16:44:58Z,909C,2021-02-17T16:44:58Z,AR,5304945,8741291,7046404,7782948,1632691,1365504,8601292,3757571,8518333,3159931
903B#AR#2021-02-17T00:20:28Z,903B,2021-02-17T00:20:28Z,AR,1026419,1115881,5354630,2523711,8718619,4970383,7462250,5452784,544690,9198469
8WEX#AR#2021-02-17T20:38:33Z,8WEX,2021-02-17T20:38:33Z,AR,6692482,4524656,7642330,9275359,9640713,2196922,4159324,7465266,7248191,2677041
90X6#AR#2021-02-17T02:10:03Z,90X6,2021-02-17T02:10:03Z,AR,6012309,8963100,3649732,1958432,1871115,9547730,316584,9091145,9853007,196830
9077#AR#2021-02-17T02:48:25Z,9077,2021-02-17T02:48:25Z,AR,6341327,5741557,9354588,4409844,2700479,4854488,6230373,913964,6433673,7477835
910H#AR#2021-02-17T19:04:54Z,910H,2021-02-17T19:04:54Z,AR,8010713,5940313,5025058,7592227,5777098,6918046,4238650,7793533,3786840,4676697
8W0Z#AR#2021-02-17T13:42:20Z,8W0Z,2021-02-17T13:42:20Z,AR,2859493,6825782,438784,596742,1999409,2831975,6017642,8208171,8819660,7289866
905Z#AR#2021-02-17T14:31:26Z,905Z,2021-02-17T14:31:26Z,AR,6578920,5229919,2170629,7148218,3497865,8680911,5455775,7990807,5573483,3594606
8XDL#AR#2021-02-17T13:33:43Z,8XDL,2021-02-17T13:33:43Z,AR,2381804,5607865,6700447,2951981,1433265,5453428,6774755,4564913,453453,4491429
8W6C#AR#2021-02-17T17:20:02Z,8W6C,2021-02-17T17:20:02Z,AR,8574450,2459257,2580742,5301696,1064407,5001772,8515640,560306,9538232,7145421
8WKR#AR#2021-02-17T21:39:53Z,8WKR,2021-02-17T21:39:53Z,AR,3954165,2290876,1066013,9365652,690426,3356090,2965712,169814,8141789,5245663
91B1#AR#2021-02-17T06:15:31Z,91B1,2021-02-17T06:15:31Z,AR,6730875,6684188,11497,533924,7814712,5460153,4902300,6089737,973777,7418911
91Q7#AR#2021-02-17T17:20:48Z,91Q7,2021-02-17T17:20:48Z,AR,6292568,4859797,2227874,8452787,5539669,5913410,3502853,536463,6165159,2076254
93DQ#AR#2021-02-17T10:09:18Z,93DQ,2021-02-17T10:09:18Z,AR,1248316,8558494,7599718,4174895,3446137,2174484,7432246,3421891,7716307,6632298
92BN#AR#2021-02-17T07:21:53Z,92BN,2021-02-17T07:21:53Z,AR,8854583,6516949,799856,9004433,2635204,6048505,1864204,928962,202287,4318317
92O6#AR#2021-02-17T04:24:22Z,92O6,2021-02-17T04:24:22Z,AR,8555001,3220693,3598622,5072488,1035515,5194480,6974700,6871292,3118107,9393008
9169#AR#2021-02-17T18:58:04Z,9169,2021-02-17T18:58:04Z,AR,1774870,1629601,2722148,8034929,3489437,7554196,5144995,7786599,7311451,4559479
93V5#AR#2021-02-17T11:04:46Z,93V5,2021-02-17T11:04:46Z,AR,4605000,8952960,639388,4391087,2011195,2066655,6068924,4921426,7240057,1619834
920L#AR#2021-02-17T19:21:11Z,920L,2021-02-17T19:21:11Z,AR,4879023,8541165,3131702,5774262,8595073,8870433,5887353,2681147,9116326,6323454
9283#AR#2021-02-17T13:38:57Z,9283,2021-02-17T13:38:57Z,AR,6432086,7723355,8333035,1001653,2216389,4892348,5125038,3527293,4297082,5086718
8X81#AR#2021-02-17T02:48:11Z,8X81,2021-02-17T02:48:11Z,AR,3464464,745528,6779769,8584684,1146909,4037797,6637198,7174035,8881506,6540194
8WC2#AR#2021-02-17T11:46:07Z,8WC2,2021-02-17T11:46:07Z,AR,9959958,4173832,647540,434389,4182278,5961736,8357345,7056146,2198865,2159354
8Z34#AR#2021-02-17T18:50:25Z,8Z34,2021-02-17T18:50:25Z,AR,6130201,3055762,9441134,2882170,7188271,8451066,7606562,5345940,4767577,638928
8XR2#AR#2021-02-17T06:56:55Z,8XR2,2021-02-17T06:56:55Z,AR,4718884,8384268,9754197,4920929,2237871,5406001,6376017,4268908,2434204,8287880
8VY3#AR#2021-02-17T23:53:26Z,8VY3,2021-02-17T23:53:26Z,AR,1510190,2737563,9635878,1317668,9107724,7903572,9643948,6924617,232085,1931701
90S0#AR#2021-02-17T20:19:05Z,90S0,2021-02-17T20:19:05Z,AR,6648640,477613,6472552,6284426,5796570,6781000,6861911,7481441,5472405,3356770
8VYD#AR#2021-02-17T05:56:07Z,8VYD,2021-02-17T05:56:07Z,AR,4374593,370876,2779530,3357889,9026129,6757525,6542654,344333,8940327,5384200
8XZ2#AR#2021-02-17T17:48:24Z,8XZ2,2021-02-17T17:48:24Z,AR,3424333,3391270,7395581,2553991,8808279,4339152,6880226,3334655,8420017,7496233
8ZCC#AR#2021-02-17T12:41:27Z,8ZCC,2021-02-17T12:41:27Z,AR,7317078,2802582,9650097,1296690,8934687,7330283,7494549,1212608,6332648,9137603
8WQ4#AR#2021-02-17T16:03:18Z,8WQ4,2021-02-17T16:03:18Z,AR,3641981,5763360,9139925,3214569,4332918,5597728,566237,5858568,2263493,1309831
9005#AR#2021-02-17T11:29:20Z,9005,2021-02-17T11:29:20Z,AR,2419583,3732423,1930067,2665878,8302334,5812797,5524619,9697546,7332887,967802
8YZ3#AR#2021-02-17T03:56:08Z,8YZ3,2021-02-17T03:56:08Z,AR,2214532,6734306,6313017,9526807,2285627,1932720,7435606,9808076,863100,5294522
8YE3#AR#2021-02-17T18:11:50Z,8YE3,2021-02-17T18:11:50Z,AR,602553,8474903,6488197,6958375,3200918,1348577,8157868,8228094,8562876,19760
904X#AR#2021-02-17T06:48:07Z,904X,2021-02-17T06:48:07Z,AR,777687,1182138,6437796,1410625,3950807,9074541,6842429,6411548,7916086,3318544
8XJ6#AR#2021-02-17T01:43:43Z,8XJ6,2021-02-17T01:43:43Z,AR,4026854,199957,6281077,7062501,7729842,2599758,7546826,681744,2866350,3358066
920K#AR#2021-02-17T05:46:18Z,920K,2021-02-17T05:46:18Z,AR,6193624,2831345,4378883,77241,4139421,9499683,7551326,1100498,2000974,824868
932X#AR#2021-02-17T19:38:38Z,932X,2021-02-17T19:38:38Z,AR,5908284,8115428,3033819,4607632,4513312,5201436,372259,9779964,8563413,2933800
9322#AR#2021-02-17T13:16:26Z,9322,2021-02-17T13:16:26Z,AR,7753427,8029250,8705763,8070463,6448902,5643473,9488992,3477460,3902740,7681339
92N2#AR#2021-02-17T18:46:37Z,92N2,2021-02-17T18:46:37Z,AR,4825525,7514444,3818191,4966343,3911626,5843510,7082074,2505205,6871116,5300582
9397#AR#2021-02-17T14:20:02Z,9397,2021-02-17T14:20:02Z,AR,5382065,8067760,3696347,3847474,7951854,1433460,7331576,7627480,4606858,1757593
91CU#AR#2021-02-17T03:34:38Z,91CU,2021-02-17T03:34:38Z,AR,9407562,4488562,3830625,3396358,4767532,8334162,4442329,8071188,6654995,3306741
90TQ#AR#2021-02-17T01:40:21Z,90TQ,2021-02-17T01:40:21Z,AR,686110,3565556,3938110,388221,8280706,3764212,8760145,2798560,534881,4930266
8WZ1#AR#2021-02-17T21:26:37Z,8WZ1,2021-02-17T21:26:37Z,AR,3314720,5570953,1282345,2324568,1094813,688147,2023918,479034,5945386,3191936
8YVN#AR#2021-02-17T06:23:18Z,8YVN,2021-02-17T06:23:18Z,AR,2462753,8596223,4445967,8924180,5739313,8130485,1534439,7690472,3294006,5042902
8YQ0#AR#2021-02-17T12:19:46Z,8YQ0,2021-02-17T12:19:46Z,AR,278638,8433384,5142632,1855823,7927556,4228525,7205398,943269,6277185,7977246
9096#AR#2021-02-17T15:10:14Z,9096,2021-02-17T15:10:14Z,AR,755066,3727789,9688513,7891133,391264,4098239,2180709,2473391,5756632,3493051
90HH#AR#2021-02-17T13:58:42Z,90HH,2021-02-17T13:58:42Z,AR,7296130,7858479,6951541,3011029,6652271,5813146,6952541,7387905,9450691,5504439
90RP#AR#2021-02-17T03:24:28Z,90RP,2021-02-17T03:24:28Z,AR,2456971,7863770,158145,2909325,3210199,6631588,1772349,3838392,5546863,5897458
8W99#AR#2021-02-17T23:45:58Z,8W99,2021-02-17T23:45:58Z,AR,5934797,7845202,8666594,571415,4403016,7511225,3671375,1747365,4838823,2854708
8W31#AR#2021-02-17T06:15:04Z,8W31,2021-02-17T06:15:04Z,AR,868863,544185,7437102,9374648,9929753,2667062,9661603,6123515,1198126,8725811
92BA#AR#2021-02-17T02:23:38Z,92BA,2021-02-17T02:23:38Z,AR,456376,3369319,5375045,6416922,3143006,9777484,7452958,5532544,252014,7567123
91JB#AR#2021-02-17T10:59:43Z,91JB,2021-02-17T10:59:43Z,AR,9058024,31627,766376,7425211,5038583,3122802,8536858,6152896,2537821,3953699
917S#AR#2021-02-17T15:32:34Z,917S,2021-02-17T15:32:34Z,AR,5127562,2999069,943987,7872349,6799046,3121304,8424146,2106217,926736,1390129
91M3#AR#2021-02-17T22:37:18Z,91M3,2021-02-17T22:37:18Z,AR,9067945,8024835,432650,7924200,1553042,151649,2900622,1375929,2067219,9040973
915T#AR#2021-02-17T11:08:18Z,915T,2021-02-17T11:08:18Z,AR,2469096,4296915,9354510,4482169,8445202,4415378,5995342,4638161,4112553,4557397
914G#AR#2021-02-17T18:32:35Z,914G,2021-02-17T18:32:35Z,AR,5875779,7290575,3874863,6312246,1923404,6754313,4304281,717353,4813895,8044174
929K#AR#2021-02-17T05:06:46Z,929K,2021-02-17T05:06:46Z,AR,7371874,1631844,3160096,2983352,889688,4670729,7256512,2852123,609415,2353850
91FF#AR#2021-02-17T07:01:28Z,91FF,2021-02-17T07:01:28Z,AR,7006884,1033379,6123580,1735188,6505673,4078452,8785317,2171575,4954270,1716673
91XG#AR#2021-02-17T17:29:25Z,91XG,2021-02-17T17:29:25Z,AR,4139231,5837845,2823715,8108344,3785177,554088,4757778,1454018,3861718,430546
91X2#AR#2021-02-17T13:23:40Z,91X2,2021-02-17T13:23:40Z,AR,3800740,8897799,283531,1452925,328177,2449829,8584510,237288,1002812,915159
8X8E#AR#2021-02-17T12:30:54Z,8X8E,2021-02-17T12:30:54Z,AR,1823268,8131809,4948057,2435520,8936254,9136458,8408416,4580761,5292841,1369667
8ZYH#AR#2021-02-17T17:55:39Z,8ZYH,2021-02-17T17:55:39Z,AR,6042667,2424409,1045815,6640036,8945439,2847718,1023352,9914857,2529101,94317
8Y92#AR#2021-02-17T11:54:03Z,8Y92,2021-02-17T11:54:03Z,AR,3010653,2787407,9652476,3022016,5014348,9551491,6191177,8454145,2396118,1687343
90M5#AR#2021-02-17T19:11:26Z,90M5,2021-02-17T19:11:26Z,AR,7922827,4993428,7208779,8225356,3917874,9971641,1973632,9167912,103630,5078381
8X0O#AR#2021-02-17T04:21:27Z,8X0O,2021-02-17T04:21:27Z,AR,1032080,2492915,3829584,2151965,5894533,5026714,6615094,8443954,1466316,7944865
